gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],VF[7],VF[8],VF[9],VF[10],VF[11],VF[12],VF[13],VF[14],VF[15],VF[16],VF[17],VF[18],VF[19],VF[20],VF[21],VF[22],VF[23],VF[24],VF[25],VF[26],VF[27],VF[28],VF[29],VF[30],VF[31],VF[32],VF[33],VF[34],VF[35],VF[36],VF[37],VF[38],VF[39],VF[40],VF[41],VF[42],VF[43],VF[44],VF[45],VF[46],VF[47],VF[48]
168,6.61941,-2.25206,-2.24273,-2.23348,-2.2243,-2.21521,-2.2062,-2.19727,-2.2196,-2.21055,-2.20158,-2.19268,-2.18386,-2.17512,-2.16646,-2.18333,-2.17459,-2.16593,-2.15733,-2.14881,-2.14035,-2.13197,-2.14278,-2.13438,-2.12605,-2.11777,-2.10957,-2.10144,-2.09337,-2.09743,-2.0894,-2.08143,-2.07351,-2.06566,-2.05786,-2.05013,-2.04678,-2.03914,-2.03155,-2.02401,-2.01653,-2.00912,-2.00176,-1.99032,-1.98309,-1.97591,-1.96879,-1.96173,-1.95471,-1.94773
169,6.69987,-2.24096,-2.23161,-2.22235,-2.21316,-2.20406,-2.19503,-2.18609,-2.20884,-2.19977,-2.19079,-2.18187,-2.17304,-2.16428,-2.1556,-2.17293,-2.16418,-2.1555,-2.14688,-2.13835,-2.12987,-2.12147,-2.13279,-2.12436,-2.11601,-2.10771,-2.09949,-2.09135,-2.08326,-2.08787,-2.07981,-2.07182,-2.06388,-2.05601,-2.04819,-2.04045,-2.03768,-2.03002,-2.02241,-2.01485,-2.00735,-1.99991,-1.99253,-1.98172,-1.97447,-1.96727,-1.96013,-1.95304,-1.94599,-1.939
170,6.78112,-2.22986,-2.22051,-2.21123,-2.20203,-2.19292,-2.18388,-2.17492,-2.19808,-2.189,-2.18,-2.17107,-2.16222,-2.15345,-2.14476,-2.16254,-2.15376,-2.14507,-2.13644,-2.12789,-2.1194,-2.11098,-2.12279,-2.11435,-2.10597,-2.09766,-2.08942,-2.08126,-2.07316,-2.0783,-2.07022,-2.06221,-2.05425,-2.04636,-2.03852,-2.03076,-2.02858,-2.02089,-2.01326,-2.00568,-1.99816,-1.9907,-1.9833,-1.97312,-1.96583,-1.95862,-1.95145,-1.94434,-1.93727,-1.93026
171,6.86316,-2.21878,-2.20941,-2.20012,-2.19091,-2.18179,-2.17274,-2.16377,-2.18732,-2.17823,-2.16922,-2.16027,-2.15142,-2.14262,-2.13392,-2.15214,-2.14336,-2.13464,-2.126,-2.11743,-2.10893,-2.1005,-2.11279,-2.10433,-2.09594,-2.08761,-2.07935,-2.07117,-2.06305,-2.06873,-2.06063,-2.0526,-2.04462,-2.03671,-2.02886,-2.02108,-2.01947,-2.01176,-2.00411,-1.9965,-1.98897,-1.98149,-1.97407,-1.9645,-1.9572,-1.94996,-1.94277,-1.93564,-1.92854,-1.92152
172,6.946,-2.2077,-2.19832,-2.18902,-2.1798,-2.17067,-2.16161,-2.15263,-2.17658,-2.16747,-2.15844,-2.14949,-2.14062,-2.13181,-2.12309,-2.14175,-2.13295,-2.12422,-2.11556,-2.10698,-2.09847,-2.09002,-2.10279,-2.09431,-2.08591,-2.07756,-2.06929,-2.06109,-2.05296,-2.05916,-2.05104,-2.04299,-2.03499,-2.02706,-2.01919,-2.01139,-2.01036,-2.00262,-1.99495,-1.98732,-1.97977,-1.97228,-1.96483,-1.95587,-1.94856,-1.9413,-1.93408,-1.92693,-1.91982,-1.91277
173,7.02965,-2.19663,-2.18724,-2.17793,-2.1687,-2.15956,-2.15049,-2.1415,-2.16584,-2.15672,-2.14768,-2.13871,-2.12983,-2.12101,-2.11227,-2.13137,-2.12255,-2.11381,-2.10513,-2.09654,-2.08801,-2.07955,-2.0928,-2.0843,-2.07588,-2.06751,-2.05923,-2.05101,-2.04286,-2.04958,-2.04145,-2.03338,-2.02536,-2.01741,-2.00952,-2.00171,-2.00124,-1.99348,-1.98579,-1.97814,-1.97057,-1.96306,-1.95559,-1.94724,-1.93991,-1.93263,-1.92539,-1.91821,-1.91108,-1.90401
174,7.11413,-2.18558,-2.17617,-2.16685,-2.15761,-2.14846,-2.13938,-2.13038,-2.1551,-2.14597,-2.13692,-2.12794,-2.11904,-2.11022,-2.10147,-2.12099,-2.11215,-2.1034,-2.09471,-2.0861,-2.07756,-2.06909,-2.0828,-2.07429,-2.06585,-2.05747,-2.04917,-2.04093,-2.03277,-2.04001,-2.03185,-2.02376,-2.01573,-2.00776,-1.99986,-1.99203,-1.99212,-1.98434,-1.97662,-1.96896,-1.96137,-1.95383,-1.94635,-1.93861,-1.93125,-1.92395,-1.91669,-1.90948,-1.90234,-1.89525
175,7.19942,-2.17453,-2.16511,-2.15578,-2.14653,-2.13737,-2.12828,-2.11927,-2.14438,-2.13523,-2.12617,-2.11718,-2.10827,-2.09944,-2.09068,-2.11062,-2.10176,-2.09299,-2.08429,-2.07567,-2.06711,-2.05863,-2.07281,-2.06428,-2.05582,-2.04743,-2.03911,-2.03086,-2.02268,-2.03043,-2.02226,-2.01415,-2.0061,-1.99811,-1.99019,-1.98234,-1.98299,-1.97519,-1.96745,-1.95977,-1.95217,-1.94461,-1.93711,-1.92997,-1.92259,-1.91526,-1.90798,-1.90076,-1.8936,-1.88649
176,7.28556,-2.1635,-2.15407,-2.14472,-2.13546,-2.12629,-2.1172,-2.10818,-2.13366,-2.1245,-2.11543,-2.10642,-2.09751,-2.08866,-2.07989,-2.10025,-2.09138,-2.08259,-2.07388,-2.06524,-2.05668,-2.04818,-2.06282,-2.05427,-2.0458,-2.03739,-2.02906,-2.02079,-2.0126,-2.02085,-2.01266,-2.00453,-1.99646,-1.98847,-1.98053,-1.97266,-1.97386,-1.96604,-1.95828,-1.95058,-1.94296,-1.93538,-1.92787,-1.92132,-1.91392,-1.90657,-1.89926,-1.89203,-1.88484,-1.87771
177,7.37254,-2.15248,-2.14304,-2.13368,-2.12441,-2.11523,-2.10612,-2.0971,-2.12295,-2.11378,-2.10469,-2.09568,-2.08675,-2.07789,-2.06912,-2.08989,-2.081,-2.0722,-2.06347,-2.05483,-2.04625,-2.03774,-2.05283,-2.04427,-2.03578,-2.02736,-2.01901,-2.01072,-2.00252,-2.01127,-2.00306,-1.99492,-1.98683,-1.97882,-1.97086,-1.96298,-1.96472,-1.95688,-1.9491,-1.94139,-1.93375,-1.92616,-1.91862,-1.91267,-1.90524,-1.89787,-1.89054,-1.88329,-1.87609,-1.86894
178,7.46037,-2.14147,-2.13202,-2.12265,-2.11337,-2.10417,-2.09506,-2.08603,-2.11225,-2.10306,-2.09397,-2.08494,-2.076,-2.06714,-2.05835,-2.07953,-2.07063,-2.06181,-2.05307,-2.04441,-2.03582,-2.0273,-2.04284,-2.03427,-2.02576,-2.01733,-2.00896,-2.00066,-1.99244,-2.00169,-1.99347,-1.9853,-1.9772,-1.96917,-1.9612,-1.95331,-1.95558,-1.94772,-1.93992,-1.9322,-1.92454,-1.91693,-1.90937,-1.904,-1.89655,-1.88916,-1.88182,-1.87455,-1.86733,-1.86016
179,7.54905,-2.13047,-2.12101,-2.11164,-2.10234,-2.09313,-2.08401,-2.07498,-2.10156,-2.09236,-2.08325,-2.07421,-2.06527,-2.05639,-2.0476,-2.06918,-2.06027,-2.05143,-2.04268,-2.03401,-2.02541,-2.01688,-2.03286,-2.02427,-2.01575,-2.0073,-1.99892,-1.99061,-1.98238,-1.99211,-1.98387,-1.97569,-1.96757,-1.95952,-1.95154,-1.94363,-1.94644,-1.93856,-1.93075,-1.923,-1.91532,-1.90769,-1.90012,-1.89534,-1.88786,-1.88045,-1.87309,-1.8658,-1.85856,-1.85137
180,7.63861,-2.11949,-2.11001,-2.10063,-2.09133,-2.08211,-2.07298,-2.06393,-2.09088,-2.08167,-2.07254,-2.0635,-2.05454,-2.04566,-2.03685,-2.05883,-2.04991,-2.04106,-2.03229,-2.02361,-2.015,-2.00646,-2.02288,-2.01427,-2.00574,-1.99727,-1.98889,-1.98056,-1.97231,-1.98253,-1.97427,-1.96608,-1.95794,-1.94988,-1.94188,-1.93396,-1.93729,-1.9294,-1.92157,-1.9138,-1.90611,-1.89846,-1.89087,-1.88666,-1.87917,-1.87173,-1.86436,-1.85705,-1.84979,-1.84258
181,7.72904,-2.10851,-2.09903,-2.08964,-2.08032,-2.07111,-2.06196,-2.0529,-2.08021,-2.07099,-2.06185,-2.05279,-2.04382,-2.03493,-2.02612,-2.04849,-2.03955,-2.0307,-2.02191,-2.01322,-2.00459,-1.99605,-2.0129,-2.00428,-1.99573,-1.98726,-1.97885,-1.97052,-1.96225,-1.97296,-1.96468,-1.95647,-1.94832,-1.94024,-1.93222,-1.92429,-1.92815,-1.92023,-1.91239,-1.9046,-1.89689,-1.88923,-1.88162,-1.87798,-1.87047,-1.86302,-1.85563,-1.8483,-1.84102,-1.83379
182,7.82036,-2.09754,-2.08805,-2.07865,-2.06934,-2.06011,-2.05096,-2.04189,-2.06955,-2.06031,-2.05117,-2.04209,-2.03312,-2.02422,-2.0154,-2.03816,-2.02921,-2.02034,-2.01154,-2.00283,-1.9942,-1.98564,-2.00293,-1.99429,-1.98573,-1.97724,-1.96883,-1.96048,-1.9522,-1.96338,-1.95508,-1.94685,-1.93869,-1.9306,-1.92257,-1.91462,-1.91899,-1.91106,-1.9032,-1.8954,-1.88767,-1.87999,-1.87237,-1.86929,-1.86176,-1.8543,-1.84689,-1.83954,-1.83224,-1.82499
183,7.91258,-2.08659,-2.07709,-2.06768,-2.05836,-2.04913,-2.03997,-2.0309,-2.05889,-2.04965,-2.04049,-2.03141,-2.02242,-2.01351,-2.00468,-2.02783,-2.01887,-2.00999,-2.00118,-1.99246,-1.98382,-1.97525,-1.99295,-1.98431,-1.97574,-1.96723,-1.9588,-1.95044,-1.94215,-1.9538,-1.94549,-1.93725,-1.92907,-1.92096,-1.91292,-1.90495,-1.90984,-1.90189,-1.89402,-1.8862,-1.87845,-1.87076,-1.86313,-1.8606,-1.85305,-1.84557,-1.83814,-1.83078,-1.82346,-1.8162
184,8.00569,-2.07564,-2.06614,-2.05673,-2.04739,-2.03816,-2.029,-2.01992,-2.04825,-2.03899,-2.02983,-2.02074,-2.01174,-2.00282,-1.99398,-2.01751,-2.00854,-1.99965,-1.99083,-1.98209,-1.97344,-1.96486,-1.98299,-1.97433,-1.96574,-1.95723,-1.94879,-1.94042,-1.93211,-1.94422,-1.93589,-1.92764,-1.91944,-1.91132,-1.90327,-1.89529,-1.90069,-1.89272,-1.88483,-1.877,-1.86924,-1.86153,-1.85388,-1.85191,-1.84434,-1.83684,-1.8294,-1.82201,-1.81467,-1.80741
185,8.09972,-2.06471,-2.0552,-2.04578,-2.03644,-2.0272,-2.01803,-2.00895,-2.03761,-2.02835,-2.01918,-2.01008,-2.00107,-1.99214,-1.98329,-2.00719,-1.99821,-1.98931,-1.98048,-1.97174,-1.96307,-1.95448,-1.97302,-1.96435,-1.95575,-1.94723,-1.93878,-1.93039,-1.92208,-1.93464,-1.9263,-1.91803,-1.90983,-1.90169,-1.89362,-1.88563,-1.89153,-1.88355,-1.87565,-1.8678,-1.86002,-1.85229,-1.84463,-1.84321,-1.83563,-1.82811,-1.82064,-1.81324,-1.80589,-1.79861
186,8.19466,-2.05379,-2.04427,-2.03485,-2.0255,-2.01625,-2.00708,-1.998,-2.02698,-2.01771,-2.00853,-1.99943,-1.99041,-1.98147,-1.97262,-1.99688,-1.98789,-1.97898,-1.97014,-1.96139,-1.95271,-1.94412,-1.96307,-1.95438,-1.94577,-1.93723,-1.92877,-1.92038,-1.91206,-1.92507,-1.91671,-1.90843,-1.90021,-1.89206,-1.88398,-1.87598,-1.88237,-1.87438,-1.86646,-1.85859,-1.8508,-1.84306,-1.83538,-1.8345,-1.82691,-1.81937,-1.81189,-1.80447,-1.7971,-1.78981
187,8.29054,-2.04288,-2.03336,-2.02393,-2.01458,-2.00532,-1.99615,-1.98706,-2.01636,-2.00709,-1.9979,-1.98879,-1.97977,-1.97082,-1.96196,-1.98658,-1.97758,-1.96866,-1.95981,-1.95105,-1.94236,-1.93376,-1.95311,-1.94441,-1.93579,-1.92724,-1.91877,-1.91037,-1.90204,-1.9155,-1.90713,-1.89883,-1.8906,-1.88244,-1.87434,-1.86633,-1.87321,-1.86521,-1.85727,-1.84939,-1.84158,-1.83383,-1.82614,-1.8258,-1.81819,-1.81063,-1.80313,-1.79569,-1.78832,-1.781
188,8.38736,-2.03199,-2.02246,-2.01302,-2.00367,-1.99441,-1.98523,-1.97613,-2.00576,-1.99647,-1.98728,-1.97816,-1.96913,-1.96018,-1.95131,-1.97629,-1.96728,-1.95835,-1.94949,-1.94072,-1.93203,-1.92341,-1.94316,-1.93445,-1.92582,-1.91726,-1.90878,-1.90037,-1.89203,-1.90593,-1.89754,-1.88923,-1.88099,-1.87281,-1.86471,-1.85668,-1.86406,-1.85604,-1.84808,-1.84019,-1.83236,-1.8246,-1.8169,-1.81709,-1.80946,-1.80189,-1.79437,-1.78692,-1.77953,-1.7722
189,8.48512,-2.02112,-2.01158,-2.00213,-1.99277,-1.9835,-1.97432,-1.96522,-1.99516,-1.98587,-1.97666,-1.96754,-1.95851,-1.94955,-1.94067,-1.966,-1.95698,-1.94804,-1.93918,-1.9304,-1.9217,-1.91307,-1.93322,-1.9245,-1.91586,-1.90728,-1.89879,-1.89037,-1.88202,-1.89636,-1.88796,-1.87964,-1.87138,-1.8632,-1.85508,-1.84704,-1.8549,-1.84686,-1.83889,-1.83099,-1.82315,-1.81537,-1.80766,-1.80838,-1.80073,-1.79314,-1.78561,-1.77814,-1.77074,-1.76339
190,8.58384,-2.01026,-2.00071,-1.99126,-1.98188,-1.97261,-1.96343,-1.95433,-1.98457,-1.97527,-1.96606,-1.95693,-1.94789,-1.93893,-1.93005,-1.95573,-1.9467,-1.93775,-1.92888,-1.92009,-1.91138,-1.90275,-1.92328,-1.91455,-1.9059,-1.89731,-1.88881,-1.88038,-1.87203,-1.88679,-1.87838,-1.87005,-1.86178,-1.85358,-1.84546,-1.83741,-1.84574,-1.83769,-1.82971,-1.82179,-1.81393,-1.80614,-1.79842,-1.79967,-1.792,-1.78439,-1.77684,-1.76936,-1.76195,-1.75459
191,8.68352,-1.99941,-1.98985,-1.9804,-1.97102,-1.96174,-1.95255,-1.94344,-1.974,-1.96469,-1.95547,-1.94634,-1.93729,-1.92833,-1.91944,-1.94546,-1.93642,-1.92746,-1.91859,-1.90979,-1.90108,-1.89244,-1.91335,-1.9046,-1.89594,-1.88735,-1.87884,-1.8704,-1.86204,-1.87723,-1.86881,-1.86046,-1.85218,-1.84397,-1.83584,-1.82778,-1.83658,-1.82852,-1.82052,-1.81259,-1.80472,-1.79691,-1.78918,-1.79095,-1.78327,-1.77564,-1.76808,-1.76059,-1.75316,-1.74578
192,8.78419,-1.98857,-1.97901,-1.96955,-1.96017,-1.95089,-1.94169,-1.93258,-1.96343,-1.95412,-1.9449,-1.93575,-1.92671,-1.91773,-1.90885,-1.93519,-1.92615,-1.91719,-1.9083,-1.8995,-1.89078,-1.88214,-1.90342,-1.89467,-1.886,-1.8774,-1.86888,-1.86043,-1.85206,-1.86767,-1.85924,-1.85088,-1.84258,-1.83437,-1.82622,-1.81815,-1.82743,-1.81935,-1.81134,-1.80339,-1.79551,-1.78769,-1.77995,-1.78223,-1.77453,-1.76689,-1.75931,-1.75181,-1.74436,-1.73697
193,8.88583,-1.97774,-1.96818,-1.95872,-1.94934,-1.94005,-1.93085,-1.92173,-1.95287,-1.94356,-1.93433,-1.92518,-1.91613,-1.90716,-1.89827,-1.92494,-1.91589,-1.90692,-1.89803,-1.88922,-1.88049,-1.87185,-1.8935,-1.88474,-1.87606,-1.86745,-1.85892,-1.85047,-1.84209,-1.85811,-1.84967,-1.8413,-1.833,-1.82477,-1.81661,-1.80854,-1.81827,-1.81018,-1.80215,-1.79419,-1.7863,-1.77847,-1.77072,-1.77351,-1.76579,-1.75814,-1.75054,-1.74303,-1.73557,-1.72817
194,8.98848,-1.96693,-1.95737,-1.9479,-1.93851,-1.92923,-1.92002,-1.91091,-1.94233,-1.93301,-1.92378,-1.91463,-1.90557,-1.89659,-1.8877,-1.9147,-1.90564,-1.89666,-1.88776,-1.87896,-1.87022,-1.86157,-1.88359,-1.87481,-1.86612,-1.85751,-1.84898,-1.84051,-1.83213,-1.84856,-1.84011,-1.83172,-1.82341,-1.81518,-1.80701,-1.79892,-1.80912,-1.80101,-1.79297,-1.785,-1.77709,-1.76926,-1.76149,-1.76478,-1.75705,-1.74938,-1.74178,-1.73425,-1.72678,-1.71936
195,9.09212,-1.95613,-1.94657,-1.9371,-1.92771,-1.91842,-1.90921,-1.9001,-1.93181,-1.92247,-1.91323,-1.90408,-1.89502,-1.88604,-1.87714,-1.90446,-1.8954,-1.88641,-1.87751,-1.8687,-1.85996,-1.8513,-1.87368,-1.8649,-1.8562,-1.84757,-1.83904,-1.83057,-1.82217,-1.83901,-1.83055,-1.82216,-1.81383,-1.80559,-1.79741,-1.78932,-1.79996,-1.79184,-1.78379,-1.7758,-1.76789,-1.76004,-1.75227,-1.75605,-1.74831,-1.74062,-1.73301,-1.72547,-1.71798,-1.71055
196,9.19678,-1.94535,-1.93578,-1.92631,-1.91692,-1.90763,-1.89842,-1.8893,-1.92129,-1.91195,-1.90271,-1.89355,-1.88448,-1.8755,-1.8666,-1.89424,-1.88516,-1.87618,-1.86727,-1.85845,-1.84971,-1.84104,-1.86378,-1.85499,-1.84628,-1.83765,-1.8291,-1.82063,-1.81223,-1.82947,-1.82099,-1.81259,-1.80426,-1.796,-1.78782,-1.77972,-1.79081,-1.78268,-1.77461,-1.76661,-1.75869,-1.75083,-1.74305,-1.74733,-1.73956,-1.73187,-1.72425,-1.71669,-1.70919,-1.70175
197,9.30247,-1.93458,-1.92501,-1.91553,-1.90614,-1.89685,-1.88765,-1.87853,-1.91079,-1.90145,-1.8922,-1.88303,-1.87396,-1.86498,-1.85608,-1.88402,-1.87494,-1.86595,-1.85704,-1.84821,-1.83946,-1.8308,-1.85389,-1.84509,-1.83637,-1.82773,-1.81918,-1.8107,-1.80229,-1.81993,-1.81144,-1.80303,-1.79469,-1.78643,-1.77823,-1.77012,-1.78166,-1.77351,-1.76544,-1.75743,-1.74949,-1.74163,-1.73384,-1.7386,-1.73082,-1.72312,-1.71548,-1.70791,-1.7004,-1.69294
198,9.40919,-1.92383,-1.91425,-1.90478,-1.89539,-1.88609,-1.87689,-1.86777,-1.9003,-1.89096,-1.8817,-1.87253,-1.86345,-1.85447,-1.84556,-1.87382,-1.86473,-1.85574,-1.84682,-1.83799,-1.82924,-1.82057,-1.84401,-1.83519,-1.82647,-1.81783,-1.80927,-1.80078,-1.79237,-1.8104,-1.8019,-1.79348,-1.78513,-1.77686,-1.76866,-1.76054,-1.77251,-1.76435,-1.75627,-1.74825,-1.7403,-1.73243,-1.72463,-1.72987,-1.72208,-1.71437,-1.70672,-1.69913,-1.69161,-1.68414
199,9.51695,-1.91309,-1.90351,-1.89403,-1.88464,-1.87535,-1.86614,-1.85702,-1.88982,-1.88048,-1.87122,-1.86205,-1.85297,-1.84397,-1.83507,-1.86363,-1.85453,-1.84553,-1.83661,-1.82778,-1.81902,-1.81035,-1.83413,-1.82531,-1.81658,-1.80793,-1.79936,-1.79087,-1.78245,-1.80087,-1.79236,-1.78393,-1.77557,-1.76729,-1.75908,-1.75096,-1.76336,-1.75519,-1.7471,-1.73907,-1.73111,-1.72323,-1.71542,-1.72113,-1.71334,-1.70561,-1.69795,-1.69036,-1.68282,-1.67534
200,9.62577,-1.90236,-1.89279,-1.88331,-1.87392,-1.86462,-1.85541,-1.8463,-1.87936,-1.87001,-1.86075,-1.85157,-1.84249,-1.83349,-1.82458,-1.85345,-1.84435,-1.83534,-1.82641,-1.81757,-1.80881,-1.80014,-1.82426,-1.81544,-1.8067,-1.79804,-1.78947,-1.78097,-1.77255,-1.79134,-1.78283,-1.77439,-1.76602,-1.75774,-1.74952,-1.74139,-1.75422,-1.74604,-1.73793,-1.72989,-1.72193,-1.71404,-1.70622,-1.7124,-1.7046,-1.69686,-1.68919,-1.68158,-1.67403,-1.66654
201,9.73566,-1.89166,-1.88208,-1.8726,-1.8632,-1.85391,-1.8447,-1.83559,-1.86891,-1.85955,-1.85029,-1.84111,-1.83203,-1.82303,-1.81412,-1.84328,-1.83417,-1.82515,-1.81622,-1.80738,-1.79862,-1.78994,-1.8144,-1.80557,-1.79682,-1.78816,-1.77958,-1.77108,-1.76266,-1.78182,-1.7733,-1.76486,-1.75648,-1.74819,-1.73997,-1.73183,-1.74508,-1.73689,-1.72877,-1.72072,-1.71275,-1.70485,-1.69702,-1.70368,-1.69586,-1.68811,-1.68042,-1.6728,-1.66524,-1.65775
202,9.84662,-1.88097,-1.87139,-1.8619,-1.85251,-1.84322,-1.83401,-1.82489,-1.85847,-1.84911,-1.83985,-1.83067,-1.82159,-1.81259,-1.80367,-1.83312,-1.82401,-1.81499,-1.80605,-1.79721,-1.78844,-1.77976,-1.80455,-1.79571,-1.78696,-1.77829,-1.76971,-1.7612,-1.75277,-1.77231,-1.76378,-1.75533,-1.74695,-1.73865,-1.73042,-1.72227,-1.73594,-1.72774,-1.71961,-1.71155,-1.70357,-1.69567,-1.68783,-1.69495,-1.68712,-1.67936,-1.67166,-1.66403,-1.65646,-1.64896
203,9.95867,-1.8703,-1.86071,-1.85123,-1.84183,-1.83254,-1.82333,-1.81422,-1.84804,-1.83869,-1.82942,-1.82024,-1.81116,-1.80216,-1.79324,-1.82297,-1.81386,-1.80483,-1.79589,-1.78704,-1.77828,-1.7696,-1.79471,-1.78586,-1.7771,-1.76843,-1.75984,-1.75133,-1.7429,-1.76281,-1.75427,-1.74581,-1.73742,-1.72912,-1.72088,-1.71273,-1.7268,-1.71859,-1.71046,-1.70239,-1.69441,-1.68649,-1.67865,-1.68623,-1.67839,-1.67061,-1.6629,-1.65526,-1.64768,-1.64018
204,10.0718,-1.85964,-1.85006,-1.84057,-1.83118,-1.82188,-1.81267,-1.80356,-1.83763,-1.82827,-1.81901,-1.80983,-1.80074,-1.79174,-1.78283,-1.81284,-1.80372,-1.79469,-1.78574,-1.77689,-1.76813,-1.75944,-1.78487,-1.77602,-1.76726,-1.75858,-1.74999,-1.74148,-1.73304,-1.75331,-1.74476,-1.73629,-1.7279,-1.71959,-1.71135,-1.70319,-1.71767,-1.70945,-1.70131,-1.69323,-1.68524,-1.67732,-1.66947,-1.6775,-1.66965,-1.66187,-1.65414,-1.64649,-1.63891,-1.63139
205,10.1861,-1.849,-1.83942,-1.82994,-1.82054,-1.81125,-1.80204,-1.79293,-1.82724,-1.81787,-1.80861,-1.79943,-1.79034,-1.78134,-1.77243,-1.80271,-1.79359,-1.78456,-1.77561,-1.76676,-1.75799,-1.7493,-1.77505,-1.7662,-1.75743,-1.74874,-1.74015,-1.73163,-1.72319,-1.74381,-1.73526,-1.72679,-1.71839,-1.71007,-1.70183,-1.69367,-1.70855,-1.70032,-1.69217,-1.68408,-1.67609,-1.66816,-1.6603,-1.66878,-1.66092,-1.65312,-1.64539,-1.63773,-1.63014,-1.62262
